品种名称,物种学名,物种中文名称
万早4,Oryza sativa,水稻
桂青23,Oryza sativa,水稻
广科36,Oryza sativa,水稻
85-72,Oryza sativa,水稻
营9207,Oryza sativa,水稻
香96S,Oryza sativa,水稻
宸6S,Oryza sativa,水稻
耕香优280,Oryza sativa,水稻
丽两优1068,Oryza sativa,水稻
增香优宁香丝苗,Oryza sativa,水稻
耕香优98丝苗,Oryza sativa,水稻
丽两优香油占,Oryza sativa,水稻
耕耘禾占,Oryza sativa,水稻
又美优珍香,Oryza sativa,水稻
粤品优珍香,Oryza sativa,水稻
泰丰优1136,Oryza sativa,水稻
纳优51,Oryza sativa,水稻
航93两优2018,Oryza sativa,水稻
银恒优金丝苗,Oryza sativa,水稻
青香优美占,Oryza sativa,水稻
青香优黄占,Oryza sativa,水稻
青香优083,Oryza sativa,水稻
青香优132,Oryza sativa,水稻
青香优合莉油占,Oryza sativa,水稻
福香优6503,Oryza sativa,水稻
五乡优1002,Oryza sativa,水稻
广泰优6355,Oryza sativa,水稻
香禾优1002,Oryza sativa,水稻
泰优792,Oryza sativa,水稻
广泰优772,Oryza sativa,水稻
协禾优1521,Oryza sativa,水稻
诚优5305,Oryza sativa,水稻
金隆优078,Oryza sativa,水稻
星优135,Oryza sativa,水稻
深两优9815,Oryza sativa,水稻
深两优1124,Oryza sativa,水稻
C两优新华粘,Oryza sativa,水稻
C两优419,Oryza sativa,水稻
农香优2381,Oryza sativa,水稻
惠两优2,Oryza sativa,水稻
晶两优765,Oryza sativa,水稻
T两优新华粘,Oryza sativa,水稻
隆两优5203,Oryza sativa,水稻
中两优018,Oryza sativa,水稻
湘两优755,Oryza sativa,水稻
晶两优5438,Oryza sativa,水稻
隆两优1301,Oryza sativa,水稻
强两优6166,Oryza sativa,水稻
金两优1858,Oryza sativa,水稻
九优808,Oryza sativa,水稻
泰优新华粘,Oryza sativa,水稻
汉两优1,Oryza sativa,水稻
锦两优534,Oryza sativa,水稻
简两优10,Oryza sativa,水稻
五优1252,Oryza sativa,水稻
玖两优1339,Oryza sativa,水稻
吉优421,Oryza sativa,水稻
瑜晶B,Oryza sativa,水稻
瑜晶A,Oryza sativa,水稻
领A,Oryza sativa,水稻
慧007S,Oryza sativa,水稻
美1A,Oryza sativa,水稻
华悦468S,Oryza sativa,水稻
华捷221S,Oryza sativa,水稻
华玮338S,Oryza sativa,水稻
桂恢1899,Oryza sativa,水稻
扬恢719,Oryza sativa,水稻
CL59,Oryza sativa,水稻
温恢217,Oryza sativa,水稻
桂685,Oryza sativa,水稻
金丝苗,Oryza sativa,水稻
R冰丝,Oryza sativa,水稻
R1,Oryza sativa,水稻
华恢1918,Oryza sativa,水稻
342S,Oryza sativa,水稻
R427,Oryza sativa,水稻
15香,Oryza sativa,水稻
泰国香占,Oryza sativa,水稻
雅丝香,Oryza sativa,水稻
桂恢051,Oryza sativa,水稻
R137,Oryza sativa,水稻
DF57,Oryza sativa,水稻
象恢363,Oryza sativa,水稻
黑占,Oryza sativa,水稻
Y71088,Oryza sativa,水稻
糯88,Oryza sativa,水稻
BD2,Oryza sativa,水稻
紫香优306,Oryza sativa,水稻
红占1,Oryza sativa,水稻
丰糯3,Oryza sativa,水稻
坤两优紫88,Oryza sativa,水稻
孟两优黑占,Oryza sativa,水稻
万千香占,Oryza sativa,水稻
金灿99,Oryza sativa,水稻
鼎烽5,Oryza sativa,水稻
桂丰30,Oryza sativa,水稻
雅丝881,Oryza sativa,水稻
恢987,Oryza sativa,水稻
R987,Oryza sativa,水稻
R3248,Oryza sativa,水稻
亚43S,Oryza sativa,水稻
宇340S,Oryza sativa,水稻
R687,Oryza sativa,水稻
隆恢2000,Oryza sativa,水稻
美特占,Oryza sativa,水稻
R8007,Oryza sativa,水稻
R1574,Oryza sativa,水稻
R901,Oryza sativa,水稻
W0868,Oryza sativa,水稻
中两优华占,Oryza sativa,水稻
广泰A,Oryza sativa,水稻
GHY6,Oryza sativa,水稻
R4667,Oryza sativa,水稻
R8387,Oryza sativa,水稻
R1053,Oryza sativa,水稻
荃优401,Oryza sativa,水稻
徽两优958,Oryza sativa,水稻
徽两优9348,Oryza sativa,水稻
H4013,Oryza sativa,水稻
KX4049,Oryza sativa,水稻
KX4149,Oryza sativa,水稻
中恢179,Oryza sativa,水稻
中早46,Oryza sativa,水稻
中早47,Oryza sativa,水稻
早秀28,Oryza sativa,水稻
红4A,Oryza sativa,水稻
国恢101,Oryza sativa,水稻
盛禾5,Oryza sativa,水稻
绥稻7,Oryza sativa,水稻
绥粳109,Oryza sativa,水稻
绥稻818,Oryza sativa,水稻
龙庆稻25,Oryza sativa,水稻
益农稻6,Oryza sativa,水稻
绥粳30,Oryza sativa,水稻
益农稻12,Oryza sativa,水稻
松粳201,Oryza sativa,水稻
龙稻203,Oryza sativa,水稻
沃科收1,Oryza sativa,水稻
龙稻208,Oryza sativa,水稻
中科613,Oryza sativa,水稻
鸿源粘2,Oryza sativa,水稻
莲育125,Oryza sativa,水稻
绥粳101,Oryza sativa,水稻
绥锦096236,Oryza sativa,水稻
佳丰糯2,Oryza sativa,水稻
东富糯2,Oryza sativa,水稻
松粘5148,Oryza sativa,水稻
鸿源19,Oryza sativa,水稻
龙盾1595,Oryza sativa,水稻
绥粳32,Oryza sativa,水稻
绥117308,Oryza sativa,水稻
龙盾310,Oryza sativa,水稻
龙桦15,Oryza sativa,水稻
天盈4,Oryza sativa,水稻
龙粳1539,Oryza sativa,水稻
龙庆稻9,Oryza sativa,水稻
建原香177,Oryza sativa,水稻
绥粳103,Oryza sativa,水稻
博优283,Oryza sativa,水稻
红荔丝苗,Oryza sativa,水稻
软红米,Oryza sativa,水稻
金丝软占,Oryza sativa,水稻
丰晶软占,Oryza sativa,水稻
粤奇丝苗,Oryza sativa,水稻
黄粤占,Oryza sativa,水稻
金花占,Oryza sativa,水稻
白香占,Oryza sativa,水稻
禅穗占,Oryza sativa,水稻
明水香稻,Oryza sativa,水稻
大红芒,Oryza sativa,水稻
山农13,Oryza sativa,水稻
鲁粳1,Oryza sativa,水稻
鲁香粳1,Oryza sativa,水稻
农香83-2-1,Oryza sativa,水稻
中远2,Oryza sativa,水稻
A7927,Oryza sativa,水稻
鲁香糯1,Oryza sativa,水稻
塘62-450-2,Oryza sativa,水稻
鲁稻1,Oryza sativa,水稻
山农87-9,Oryza sativa,水稻
鲁香粳2,Oryza sativa,水稻
86-295,Oryza sativa,水稻
临稻6,Oryza sativa,水稻
8202,Oryza sativa,水稻
胜利黑糯,Oryza sativa,水稻
伊粳11,Oryza sativa,水稻
金优507,Oryza sativa,水稻
万金优2008,Oryza sativa,水稻
伊粳12,Oryza sativa,水稻
丰抗8,Oryza sativa,水稻
古榆香稻3,Oryza sativa,水稻
榆香水稻,Oryza sativa,水稻
古榆香稻2,Oryza sativa,水稻
榆香优选2,Oryza sativa,水稻
天源392,Oryza sativa,水稻
天源391,Oryza sativa,水稻
巨基5,Oryza sativa,水稻
鸿育7,Oryza sativa,水稻
绿达5,Oryza sativa,水稻
物集3,Oryza sativa,水稻
益农稻13,Oryza sativa,水稻
珍宝18,Oryza sativa,水稻
莲稻26,Oryza sativa,水稻
莲稻28,Oryza sativa,水稻
普育925,Oryza sativa,水稻
盛誉8,Oryza sativa,水稻
中盛7,Oryza sativa,水稻
金郁3,Oryza sativa,水稻
壮家5,Oryza sativa,水稻
绥生17,Oryza sativa,水稻
北稻17,Oryza sativa,水稻
SN106,Oryza sativa,水稻
百盛4,Oryza sativa,水稻
北稻24,Oryza sativa,水稻
稼信2,Oryza sativa,水稻
稼信6,Oryza sativa,水稻
承泽3,Oryza sativa,水稻
稼禾4,Oryza sativa,水稻
稼禾2,Oryza sativa,水稻
龙盾1823,Oryza sativa,水稻
莲汇6864,Oryza sativa,水稻
绥研香3,Oryza sativa,水稻
庆源12,Oryza sativa,水稻
富粳17,Oryza sativa,水稻
莲育422,Oryza sativa,水稻
IRAT104,Oryza sativa,水稻
杨柳旱谷,Oryza sativa,水稻
滇陆稻1,Oryza sativa,水稻
楚粳22,Oryza sativa,水稻
三培占1,Oryza sativa,水稻
八桂占2,Oryza sativa,水稻
珍桂占,Oryza sativa,水稻
七桂矮1,Oryza sativa,水稻
团黄占,Oryza sativa,水稻
特眉,Oryza sativa,水稻
珍陆溪1,Oryza sativa,水稻
竹选25,Oryza sativa,水稻
竹桂371,Oryza sativa,水稻
包辐766,Oryza sativa,水稻
协四115,Oryza sativa,水稻
桂713,Oryza sativa,水稻
桂青野,Oryza sativa,水稻
桂引901,Oryza sativa,水稻
白钢占,Oryza sativa,水稻
桂优糯,Oryza sativa,水稻
桂占4,Oryza sativa,水稻
联育3,Oryza sativa,水稻
广协1,Oryza sativa,水稻
联育2,Oryza sativa,水稻
闻香占,Oryza sativa,水稻
桂香1,Oryza sativa,水稻
汕优905,Oryza sativa,水稻
安两优321,Oryza sativa,水稻
秋优桂168,Oryza sativa,水稻
博优桂55,Oryza sativa,水稻
特优3550选,Oryza sativa,水稻
红恢13,Oryza sativa,水稻
上师大19,Oryza sativa,水稻
广泰B,Oryza sativa,水稻
蜀恢5183,Oryza sativa,水稻
R86,Oryza sativa,水稻
N484S,Oryza sativa,水稻
浙粳6B,Oryza sativa,水稻
浙粳6A,Oryza sativa,水稻
镇稻23,Oryza sativa,水稻
镇稻9469,Oryza sativa,水稻
灵谷糯1,Oryza sativa,水稻
镇糯762,Oryza sativa,水稻
红旗糯762,Oryza sativa,水稻
武香糯7368,Oryza sativa,水稻
盐稻19,Oryza sativa,水稻
盐稻8810,Oryza sativa,水稻
荃香糯3,Oryza sativa,水稻
扬粳糯3,Oryza sativa,水稻
金单糯100,Oryza sativa,水稻
丰糯99,Oryza sativa,水稻
通优粳2,Oryza sativa,水稻
常香粳1813,Oryza sativa,水稻
常粳18-13,Oryza sativa,水稻
苏盐粳230,Oryza sativa,水稻
泗稻20,Oryza sativa,水稻
金香玉1,Oryza sativa,水稻
17MGJ85,Oryza sativa,水稻
扬辐粳11,Oryza sativa,水稻
扬辐粳6228,Oryza sativa,水稻
武香粳113,Oryza sativa,水稻
南粳9036,Oryza sativa,水稻
南粳7718,Oryza sativa,水稻
扬农粳1030,Oryza sativa,水稻
扬大17-1030,Oryza sativa,水稻
盐糯17,Oryza sativa,水稻
润扬优香粳,Oryza sativa,水稻
金恢117,Oryza sativa,水稻
金恢118,Oryza sativa,水稻
天华A,Oryza sativa,水稻
金恢135,Oryza sativa,水稻
利元10,Oryza sativa,水稻
武粳36,Oryza sativa,水稻
华恢1260,Oryza sativa,水稻
华恢2271,Oryza sativa,水稻
东香1,Oryza sativa,水稻
华恢5362,Oryza sativa,水稻
隆早131,Oryza sativa,水稻
宣粳糯7,Oryza sativa,水稻
佳禾19,Oryza sativa,水稻
R1063,Oryza sativa,水稻
14CR802,Oryza sativa,水稻
崇香软粳,Oryza sativa,水稻
中紫1,Oryza sativa,水稻
浙粳优6052,Oryza sativa,水稻
成恢1459,Oryza sativa,水稻
连粳16130,Oryza sativa,水稻
连粳16102,Oryza sativa,水稻
连粳15113,Oryza sativa,水稻
连粳1658,Oryza sativa,水稻
品42S,Oryza sativa,水稻
R3463,Oryza sativa,水稻
AC3134,Oryza sativa,水稻
R947,Oryza sativa,水稻
V33S,Oryza sativa,水稻
新稻27,Oryza sativa,水稻
206-3,Oryza sativa,水稻
新稻26,Oryza sativa,水稻
21-1,Oryza sativa,水稻
粮粳杂2,Oryza sativa,水稻
新稻24,Oryza sativa,水稻
01-181,Oryza sativa,水稻
晋稻9,Oryza sativa,水稻
980172,Oryza sativa,水稻
晋稻(糯)7,Oryza sativa,水稻
842563,Oryza sativa,水稻
810323,Oryza sativa,水稻
80-184,Oryza sativa,水稻
京系21,Oryza sativa,水稻
791749,Oryza sativa,水稻
晋稻10,Oryza sativa,水稻
990162,Oryza sativa,水稻
晋稻11,Oryza sativa,水稻
30038,Oryza sativa,水稻
协花稻1,Oryza sativa,水稻
冀粳9,Oryza sativa,水稻
79-4137,Oryza sativa,水稻
冀粳12,Oryza sativa,水稻
垦优94-7,Oryza sativa,水稻
渝恢10,Oryza sativa,水稻
万恢88,Oryza sativa,水稻
1539,Oryza sativa,水稻
w-5选,Oryza sativa,水稻
704,Oryza sativa,水稻
香糯9015,Oryza sativa,水稻
香粘1,Oryza sativa,水稻
荷香糯,Oryza sativa,水稻
AM-2,Oryza sativa,水稻
小粒粘,Oryza sativa,水稻
89011,Oryza sativa,水稻
野香优699,Oryza sativa,水稻
金达优683,Oryza sativa,水稻
潢优粤禾丝苗,Oryza sativa,水稻
金泰优2877,Oryza sativa,水稻
金恢1131,Oryza sativa,水稻
榕盛优1131,Oryza sativa,水稻
五丰优450,Oryza sativa,水稻
律优308,Oryza sativa,水稻
金恢2050,Oryza sativa,水稻
金泰优2050,Oryza sativa,水稻
赣优7319,Oryza sativa,水稻
恒丰优371,Oryza sativa,水稻
聚两优919,Oryza sativa,水稻
东富201,Oryza sativa,水稻
龙垦2037,Oryza sativa,水稻
龙垦2013,Oryza sativa,水稻
龙垦2011,Oryza sativa,水稻
龙垦2014,Oryza sativa,水稻
龙垦2004,Oryza sativa,水稻
龙垦2027,Oryza sativa,水稻
龙垦2002,Oryza sativa,水稻
龙垦2021,Oryza sativa,水稻
龙垦2020,Oryza sativa,水稻
龙垦292,Oryza sativa,水稻
龙垦290,Oryza sativa,水稻
垦稻1725,Oryza sativa,水稻
农丰1702,Oryza sativa,水稻
垦稻1726,Oryza sativa,水稻
垦稻17113,Oryza sativa,水稻
内5优8012,Oryza sativa,水稻
泰华A,Oryza sativa,水稻
泰优1509,Oryza sativa,水稻
茂恢805,Oryza sativa,水稻
粤两优805,Oryza sativa,水稻
深优9583,Oryza sativa,水稻
深优9536,Oryza sativa,水稻
植优523,Oryza sativa,水稻
建优277,Oryza sativa,水稻
元丰9828S,Oryza sativa,水稻
元两优1363,Oryza sativa,水稻
广恢55,Oryza sativa,水稻
泰丰优55,Oryza sativa,水稻
粤恢98,Oryza sativa,水稻
广8优98,Oryza sativa,水稻
粤恢8,Oryza sativa,水稻
盛优8,Oryza sativa,水稻
粤恢826,Oryza sativa,水稻
粤恢568,Oryza sativa,水稻
盛优568,Oryza sativa,水稻
粤恢668,Oryza sativa,水稻
盛世A,Oryza sativa,水稻
盛优668,Oryza sativa,水稻
广恢2213,Oryza sativa,水稻
泰丰优2213,Oryza sativa,水稻
五丰占2,Oryza sativa,水稻
旌优润丝,Oryza sativa,水稻
川绿优青占,Oryza sativa,水稻
川优6883,Oryza sativa,水稻
锦城优7021,Oryza sativa,水稻
川优2275,Oryza sativa,水稻
千乡优517,Oryza sativa,水稻
川康优7021,Oryza sativa,水稻
川康优1245,Oryza sativa,水稻
川优8086,Oryza sativa,水稻
川优6143,Oryza sativa,水稻
川康优5108,Oryza sativa,水稻
忠香优润香,Oryza sativa,水稻
瑞优7021,Oryza sativa,水稻
川8优1883,Oryza sativa,水稻
川康优6150,Oryza sativa,水稻
花优707,Oryza sativa,水稻
天泰优808,Oryza sativa,水稻
蜀6优177,Oryza sativa,水稻
忠香优丽晶,Oryza sativa,水稻
千乡优650,Oryza sativa,水稻
内两优778,Oryza sativa,水稻
品香优秱珍,Oryza sativa,水稻
德优9516,Oryza sativa,水稻
荃9优66,Oryza sativa,水稻
蓉6优5970,Oryza sativa,水稻
蓉6优575,Oryza sativa,水稻
锦花99,Oryza sativa,水稻
玉优637,Oryza sativa,水稻
川绿优2718,Oryza sativa,水稻
雅5优2275,Oryza sativa,水稻
大叶红,Oryza sativa,水稻
红壳雪禾,Oryza sativa,水稻
青简简,Oryza sativa,水稻
铁鎚白,Oryza sativa,水稻
油占,Oryza sativa,水稻
81136,Oryza sativa,水稻
宜恢3551,Oryza sativa,水稻
宜恢635,Oryza sativa,水稻
宜恢7262,Oryza sativa,水稻
宜恢1486,Oryza sativa,水稻
宜恢2698,Oryza sativa,水稻
宜恢675,Oryza sativa,水稻
81230,Oryza sativa,水稻
K940,Oryza sativa,水稻
B11,Oryza sativa,水稻
东B11B,Oryza sativa,水稻
中恢8007,Oryza sativa,水稻
N18S,Oryza sativa,水稻
华恢305,Oryza sativa,水稻
D香1B,Oryza sativa,水稻
宜恢2084,Oryza sativa,水稻
R8377,Oryza sativa,水稻
R287,Oryza sativa,水稻
钦恢938,Oryza sativa,水稻
钦恢9308,Oryza sativa,水稻
H28B,Oryza sativa,水稻
R396,Oryza sativa,水稻
马尾粘,Oryza sativa,水稻
8839,Oryza sativa,水稻
龙恢2,Oryza sativa,水稻
95-2,Oryza sativa,水稻
江农早1号B,Oryza sativa,水稻
江农早B,Oryza sativa,水稻
江农早1号A,Oryza sativa,水稻
江农早2,Oryza sativa,水稻
江农早2号B,Oryza sativa,水稻
泰恢5845,Oryza sativa,水稻
荣优9113,Oryza sativa,水稻
509S,Oryza sativa,水稻
马协B,Oryza sativa,水稻
协青早选,Oryza sativa,水稻
川作6B,Oryza sativa,水稻
川作6A,Oryza sativa,水稻
GE456,Oryza sativa,水稻
72-11,Oryza sativa,水稻
秋4010,Oryza sativa,水稻
浙15,Oryza sativa,水稻
中87-425,Oryza sativa,水稻
Jasmine85,Oryza sativa,水稻
Z94-207,Oryza sativa,水稻
广朝12,Oryza sativa,水稻
陆桂早2,Oryza sativa,水稻
青三矮1,Oryza sativa,水稻
青谷矮3,Oryza sativa,水稻
华28,Oryza sativa,水稻
HK3045,Oryza sativa,水稻
298,Oryza sativa,水稻
蓉恢906,Oryza sativa,水稻
48-6,Oryza sativa,水稻
SR7019,Oryza sativa,水稻
IR841,Oryza sativa,水稻
84-06,Oryza sativa,水稻
F9007,Oryza sativa,水稻
美扬占,Oryza sativa,水稻
泰美占,Oryza sativa,水稻
润珠丝苗,Oryza sativa,水稻
泰优鄂香丝苗,Oryza sativa,水稻
荆占2,Oryza sativa,水稻
旱优8200,Oryza sativa,水稻
华两优2872,Oryza sativa,水稻
华两优6516,Oryza sativa,水稻
两优鄂丰丝苗,Oryza sativa,水稻
荆香优72,Oryza sativa,水稻
华香优228,Oryza sativa,水稻
黄科占8,Oryza sativa,水稻
E两优16,Oryza sativa,水稻
华两优2171,Oryza sativa,水稻
桃优77,Oryza sativa,水稻
E两优28,Oryza sativa,水稻
广泰优19,Oryza sativa,水稻
华盛优21丝苗,Oryza sativa,水稻
华盛优粤禾丝苗,Oryza sativa,水稻
广8优19,Oryza sativa,水稻
秧荪1,Oryza sativa,水稻
秧荪2,Oryza sativa,水稻
华6421S,Oryza sativa,水稻
天源85S,Oryza sativa,水稻
EK3S,Oryza sativa,水稻
格276S,Oryza sativa,水稻
黄香占S,Oryza sativa,水稻
荆香B,Oryza sativa,水稻
E农6S,Oryza sativa,水稻
荆香A,Oryza sativa,水稻
旱优640,Oryza sativa,水稻
沪早粳193,Oryza sativa,水稻
沪稻89,Oryza sativa,水稻
浙禾香2,Oryza sativa,水稻
嘉87,Oryza sativa,水稻
美谷2,Oryza sativa,水稻
嘉优9,Oryza sativa,水稻
弘优26,Oryza sativa,水稻
圣稻LG03,Oryza sativa,水稻
圣香1826,Oryza sativa,水稻
润农99,Oryza sativa,水稻
济稻9,Oryza sativa,水稻
ta1,Oryza sativa,水稻
中紫4,Oryza sativa,水稻
紫香糯1306,Oryza sativa,水稻
圣稻183,Oryza sativa,水稻
临稻29,Oryza sativa,水稻
H222,Oryza sativa,水稻
大粮313,Oryza sativa,水稻
临秀325,Oryza sativa,水稻
圣稻30,Oryza sativa,水稻
MC-1,Oryza sativa,水稻
圣稻718,Oryza sativa,水稻
大粮312,Oryza sativa,水稻
济软粳1802,Oryza sativa,水稻
丰稻4,Oryza sativa,水稻
象恢香苗R133,Oryza sativa,水稻
柳香,Oryza sativa,水稻
广中A,Oryza sativa,水稻
R5098,Oryza sativa,水稻
惠恢银针,Oryza sativa,水稻
浙农8010,Oryza sativa,水稻
浙农8010B,Oryza sativa,水稻
冀粳8,Oryza sativa,水稻
80-3,Oryza sativa,水稻
广恢199,Oryza sativa,水稻
绥粳2,Oryza sativa,水稻
绥89-1031-2,Oryza sativa,水稻
东农415,Oryza sativa,水稻
东农84-15,Oryza sativa,水稻
宜春矮1,Oryza sativa,水稻
合系40,Oryza sativa,水稻
武育粳2,Oryza sativa,水稻
8169-33,Oryza sativa,水稻
温12,Oryza sativa,水稻
温鉴12,Oryza sativa,水稻
世纪137,Oryza sativa,水稻
大粒香,Oryza sativa,水稻
竹籼A,Oryza sativa,水稻
盐粳5,Oryza sativa,水稻
盐粳187,Oryza sativa,水稻
五丰A,Oryza sativa,水稻
莲塘早4,Oryza sativa,水稻
沈农129,Oryza sativa,水稻
健优388,Oryza sativa,水稻
黔优388,Oryza sativa,水稻
华粳籼74,Oryza sativa,水稻
绵恢3728,Oryza sativa,水稻
扬辐糯4,Oryza sativa,水稻
909,Oryza sativa,水稻
抚粳2,Oryza sativa,水稻
鄂晚8,Oryza sativa,水稻
鄂晚7,Oryza sativa,水稻
太湖糯,Oryza sativa,水稻
鉴22,Oryza sativa,水稻
合系35,Oryza sativa,水稻
湘早籼23,Oryza sativa,水稻
5882-3,Oryza sativa,水稻
宁8006,Oryza sativa,水稻
德优8258,Oryza sativa,水稻
扬粳94-18,Oryza sativa,水稻
R3700,Oryza sativa,水稻
圣06134,Oryza sativa,水稻
华1228S,Oryza sativa,水稻
圣稻18,Oryza sativa,水稻
圣稻172,Oryza sativa,水稻
00-9-1,Oryza sativa,水稻
923选,Oryza sativa,水稻
33S,Oryza sativa,水稻
Y两优808,Oryza sativa,水稻
科辐粳7,Oryza sativa,水稻
西恢19,Oryza sativa,水稻
西恢18,Oryza sativa,水稻
西恢17,Oryza sativa,水稻
西恢16,Oryza sativa,水稻
2005R169,Oryza sativa,水稻
西大2B,Oryza sativa,水稻
西农2B,Oryza sativa,水稻
西农1B,Oryza sativa,水稻
沪粳144,Oryza sativa,水稻
沪粳108,Oryza sativa,水稻
云资籼81,Oryza sativa,水稻
湘丰优616,Oryza sativa,水稻
湘丰优9113,Oryza sativa,水稻
湘丰优225,Oryza sativa,水稻
深优9113,Oryza sativa,水稻
泰丰优9113,Oryza sativa,水稻
泰丰优159,Oryza sativa,水稻
深优159,Oryza sativa,水稻
荣优159,Oryza sativa,水稻
内恢3317,Oryza sativa,水稻
笑恢777,Oryza sativa,水稻
Y8-2S,Oryza sativa,水稻
R888,Oryza sativa,水稻
淮稻28,Oryza sativa,水稻
荆两优3367,Oryza sativa,水稻
启两优5410,Oryza sativa,水稻
启两优1011,Oryza sativa,水稻
健优银丝苗,Oryza sativa,水稻
晖两优1377,Oryza sativa,水稻
赣丝占,Oryza sativa,水稻
筑优110,Oryza sativa,水稻
圳两优575,Oryza sativa,水稻
臻两优5281,Oryza sativa,水稻
信两优9328,Oryza sativa,水稻
深两优858,Oryza sativa,水稻
荃广优836,Oryza sativa,水稻
两优7002,Oryza sativa,水稻
九优83,Oryza sativa,水稻
溢优5466,Oryza sativa,水稻
宜香优586,Oryza sativa,水稻
川种优6099,Oryza sativa,水稻
川优8611,Oryza sativa,水稻
启两优2216,Oryza sativa,水稻
香龙优176,Oryza sativa,水稻
香龙优520,Oryza sativa,水稻
深优296,Oryza sativa,水稻
香龙A,Oryza sativa,水稻
香龙B,Oryza sativa,水稻
409A,Oryza sativa,水稻
409B,Oryza sativa,水稻
锦城恢313,Oryza sativa,水稻
玉龙1A,Oryza sativa,水稻
R662,Oryza sativa,水稻
五优15,Oryza sativa,水稻
五丰优15,Oryza sativa,水稻
泰丰B,Oryza sativa,水稻
鄱1B,Oryza sativa,水稻
钱江1号B,Oryza sativa,水稻
荣优15,Oryza sativa,水稻
R33,Oryza sativa,水稻
两优33,Oryza sativa,水稻
益优918,Oryza sativa,水稻
张恢918,Oryza sativa,水稻
蓉恢918,Oryza sativa,水稻
川优2189,Oryza sativa,水稻
两优616,Oryza sativa,水稻
竹丰优3446,Oryza sativa,水稻
福两优1587,Oryza sativa,水稻
福两优1586,Oryza sativa,水稻
兴恢1587,Oryza sativa,水稻
兴恢1586,Oryza sativa,水稻
广优3186,Oryza sativa,水稻
广优2186,Oryza sativa,水稻
福两优366,Oryza sativa,水稻
深优9775,Oryza sativa,水稻
泰丰优3301,Oryza sativa,水稻
泰优3301,Oryza sativa,水稻
中新优1586,Oryza sativa,水稻
泰丰优2098,Oryza sativa,水稻
福恢942,Oryza sativa,水稻
明218A,Oryza sativa,水稻
元丰优7008,Oryza sativa,水稻
泸优2013,Oryza sativa,水稻
泸香2013,Oryza sativa,水稻
红2013,Oryza sativa,水稻
稗09,Oryza sativa,水稻
沙蛮1,Oryza sativa,水稻
泸场3,Oryza sativa,水稻
